,Mean,AR(1),DFM [A],DFM [B],singleESN [A] [RW],singleESN [B] [RW],multiESN [A] [RW],multiESN [B] [RW]
0,0.011470073891844262,0.011039067279191175,0.0058566089723372005,0.0056484987352848,0.011360394100390966,0.011239386587215391,0.010875246206781916,0.00908553585861539
1,0.0014731601951491402,-0.0019447760906164918,-0.0079188423458516,-0.0121089918895682,-0.0004274580052668481,-0.00022095136416945722,-0.0001618500762406612,-0.00260427420396847
2,0.012491604244272899,0.012152554489787522,0.0102331170535084,0.004028242755414,0.010881495831138222,0.010981854923620154,0.011493056797856258,0.009629431159631253
3,0.02919893074275108,0.026357364750441578,0.022859452004726,0.017618480605357898,0.02574296780932281,0.020555805010650276,0.022011167597521242,0.01448519551013884
4,0.018672297314421795,0.008498295923398626,0.0084512533831282,-0.007954395459663999,0.005591975404380429,0.00019612549100614732,0.0031802657606756646,-0.011312613778168208
5,0.008542686047727583,-0.0003133671625795275,-0.0059676265516258,-0.0191981946441248,-0.002164605433547664,-0.003556574769723728,-0.004095045206072329,-0.010565554732029116
6,0.003104705594827386,-0.0008649749417850333,-0.0037640146073876,-0.0014613545394902999,0.0007345803972634581,0.003488798887310843,-0.0005544198386730715,0.0012310725312105627
7,-0.003925355403498002,-0.005332705569854187,-0.007660788031119801,-0.008598556800645502,-0.007056587843928879,-0.004239031326049601,-0.004745813827420951,-0.0052408936570204475
8,0.001808780211258642,0.0035452014550224663,0.0005436720832323995,-0.0034683996556329,9.797650988417356e-05,0.00208786405583762,0.001430725462607107,0.00040240009824866075
9,-0.002929675486625958,-0.003783686607585879,-0.002703480383891999,-0.0030054803187367996,-0.0015040114487548887,0.002727519132511385,-1.099518119917868e-05,-0.00040116251904064905
10,-0.0010168910548936658,0.0002968175726032916,-0.0025883480426343005,-0.0033326382715821003,-0.0017100929619097887,-0.0006972397616747577,-0.004893235711866574,-0.004801051164124459
11,0.001472721437103289,0.0018998729616065083,-0.0007143212937868997,0.0012946404893594,0.0011156062527591243,0.0027021283409876017,0.00202126586406575,0.0011213982142634395
