,Mean,AR(1),DFM [A],DFM [B],singleESN [A] [RW],singleESN [B] [RW],multiESN [A] [RW],multiESN [B] [RW]
12,0.00899517282502617,0.008411614160363028,0.007752349042594,0.0122276272973862,0.008913288065105518,0.0066946781626606834,0.006476603527329245,0.009505573227043453
13,-0.000231190945710732,-0.004446887580074507,-0.0028700529090701006,0.0125936991651942,-0.0014673195377479442,-0.003157154829500289,7.178834797722834e-05,0.0006152120907215591
14,0.006927420297585688,0.007052539062185718,0.0030219786076035,-0.0045761161946429,0.00534349695825659,0.00604818032360134,0.005467700829357772,0.00703421906120841
15,-0.004686166237519612,-0.00796180854908636,-0.0089011713572568,-0.0109757332667012,-0.009264821657016573,-0.004713041399062533,-0.004694171480891618,-0.006736352199362318
16,-0.0017104907851663992,0.0003438357299005747,-0.001284933286920099,-0.0030429492052621993,-5.484006372393456e-05,0.003142455511308647,0.0017824153752963364,-0.0034628490985791132
17,0.0018662504238628952,0.002525837975109694,0.0062115922093941,0.0037298871259095,0.004533460924463485,0.004494790847324821,0.004266782859044809,0.0013950494429858231
18,0.004543414506570468,0.0037740213166974155,0.0023374323004117003,0.0022445479382005003,0.0030261977527913132,0.0036688198225659956,-0.00018317911015841917,0.0025294254835843332
19,0.0051362578536406365,0.003051884715503244,0.0044416760493341,0.0055849353329836,0.0059293232682342285,0.003492875491832923,0.0038528107929612105,0.003845169951922066
20,-0.0025493717017670368,-0.004818583327191319,-0.0026694690975138007,-0.002907813760501801,-0.0014345258184089663,-0.0005387580504331076,-0.0019001957599806604,-0.0012897802822052235
21,0.004769035852972543,0.005933501847780466,0.0064467813177907,0.0043204989728847,0.007045304910919448,0.0037219883024108575,0.0026454841673578568,0.0005874291256911248
22,-0.0017454693107497553,-0.003918472283929525,-0.0023381823640276998,-0.0034930495542791,-0.0019744500371882533,-0.0010793570066473931,-0.0011572009857083732,-0.0019389998175729176
23,-0.0009547769009637967,-0.00018355812511753299,0.0018057063760834992,-0.0004226099601987998,-0.0004940164244547169,0.0006173222967525835,0.0005837832174811495,0.00023436543821241714
24,0.009643437024505815,0.010047459503501891,0.0144304558533616,0.0123496716129014,0.011365330247425663,0.010615418856352478,0.00859244848425655,0.009771969629364531
25,-0.006775690202599047,-0.011072432641455224,-0.0020527243833825,-0.0028926142987372,-0.00552179446239464,-0.0025966494577330038,-0.0027604776721554987,-0.0022569387972853003
26,-0.005650957594957835,-0.002913900499171656,-0.0016764637700128013,-0.0010231040701438009,-0.00446451146246724,-0.005045000647226068,-0.005336520628316893,-0.004161419280638319
27,0.0014882757961062164,0.0037313082806721912,0.004052429047099501,0.0045691163378555,0.001120224926664931,-0.0006299450762773076,0.0003583740831173271,0.0008700980412096205
28,-0.002213338042598223,-0.0027913025682019654,-0.0025560949788211995,-0.002118861969369899,-0.0007786020802310924,-0.0020782662015806884,-0.0023455858642612935,-0.0015892366071105606
29,0.00012677381404622382,0.0008584513820485123,-0.00045268081482189963,0.003104971127342101,-0.0032859253910874583,-0.0012858301794254857,-0.0017897409704494627,0.00013557298426980155
30,0.0025329132601277526,0.002447551510247573,0.0030134665020022,0.0034143700314396004,0.002352501470103877,0.00021486773613527306,0.0005916383693796629,0.0026055086089763154
31,0.004172346062605992,0.003189877425170852,0.0029972687052334,0.0030939540171559,0.006236765750017269,0.005883128548591734,0.001612531902794847,0.004131208929783891
32,-0.000339353819902518,-0.0019930844217399117,0.0006352261316118005,0.0002407397198413005,-0.004631323823495517,-0.0017208601436060423,-0.002702552819701438,-0.0004014195585298336
33,0.0024593080485925786,0.002558940355502769,0.0017921327054105994,0.0008028860415766996,0.004286421096004687,0.0023657789171256795,0.0009737713653185129,0.006387439951683803
34,-0.0006005850411793185,-0.00159402356515275,-0.0037390335287269,0.0010045851592043005,-0.0010526737913880528,-0.002167138724101884,0.0011204457957648042,0.001718412121300931
35,0.00034631416297179786,0.00043990108913422206,-0.0022571131912292996,0.00014164784992370082,-0.0006258154644938532,-0.0014236042569004612,-0.00023374823978771723,0.0015931967473190702
36,0.000440853694557577,0.00031323744015559346,0.0016621348927571,0.0044775548690339,0.0020621022026541744,-0.0006906838891252345,0.000777076329287767,0.0025614659753959946
37,-0.000498057014448933,-0.0006749261415767774,0.0017243468209697998,0.0031148165559142993,-0.0005747623248480334,-0.001708187151278821,-0.0014839350186632598,-0.00022547283403242992
38,-0.002119744180398806,-0.0020511145904878398,0.00013830027848610055,-3.505463348049947e-05,-0.002336814540521993,-0.0002120212681553874,-0.0011979907408442118,-0.00038754777562888514
39,-0.0043970601660371835,-0.00386544589981945,-0.002324154203421601,-0.0012009226027603,-0.003117730391624893,-0.00394128667634038,-0.006738710314130531,-0.0047603826425292785
40,-0.002732903421416356,-0.001190342858854128,0.0009990768693475998,-0.0007995453420441001,-0.0014390451720322035,-0.001157924725523782,-0.000722087518286293,-0.001468843337308414
41,-0.00338281986692034,-0.0026345553099511795,-0.0026956017385029,-0.0032229766411006004,-0.0030466091347134024,-0.0039093793972449714,-0.002511969544025029,-0.001337715540044089
42,-2.1481759659177854e-05,0.0014368329398460212,0.0030848223550734993,0.0023144596027858,0.0016884538799561812,0.0005962291542543924,0.001748645120381146,0.001931327151767641
43,0.002610461122024825,0.0025825327322878643,0.0060804588144234,0.004929325033349,0.002369005451363009,0.0027063842205639413,0.0025985972803748243,0.002241868030403853
44,-0.0011720610655991288,-0.0020967161366792163,-0.0039780775210241,-0.0051042212656488,-0.0028152393143063914,-0.004189834478456879,-0.0031638520468180013,-0.0019403512068584686
45,-0.0029820446545250935,-0.0025620679984362463,-0.0027475326397316995,-0.0057628810892733995,-0.004848782494446316,-0.0023415159403240475,-0.0027060261190398538,-0.00215307401748566
46,-0.001892014094717463,-0.0005053016487966203,-0.0032747065184242003,-0.0029461732790202005,0.0006696804347351313,-0.0006733221923420404,-0.0012708771302584057,-0.0004474887951913722
47,0.0004101763289774815,0.0011965973053338127,-0.0013087470470431002,-0.0018560427150915,0.0018424523431075307,0.00034191477431189804,-0.0008712334847794058,-0.001676702590544396
