,Mean,MIDAS [EW],DFM [A],DFM [B],singleESN [A] [EW],singleESN [B] [EW],multiESN [A] [EW],multiESN [B] [EW]
0,0.011470073891844262,0.007214236606008253,0.008685376048815599,0.010819578551819801,0.010007219123509475,0.010542230892576545,0.010110765405740883,0.010973803735776139
1,0.0015236927401401836,-0.002600106630029266,-0.0029818323683320994,-0.002375609482594,-0.001266211052686414,-0.001463289805734621,-0.001847618180955708,-0.0022011137384468447
2,0.012492600638287357,0.006974259140646382,0.0098024848897216,0.010015256307132,0.009914800099241047,0.010529008470849966,0.010277190977544409,0.0048062538241703465
3,0.029115966933875158,0.006021381047282861,0.0239181799773147,0.0253856179518345,0.019184325189801756,0.019159276721758288,0.019849916438334968,0.012957596250855498
4,0.018385772476280354,-0.017030079359634402,0.010720389914495,0.0066096460865579,-0.0005159123476252397,-0.0011730791519762116,0.002852604508143645,-0.008549456456903541
5,0.008115107837433036,-0.009703332043545742,-0.010859856144433501,-0.0127582733321253,-0.007570980766320754,-0.009217777818793151,-0.011011973856538043,-0.01166723374899506
6,0.002704486909076081,0.00029417815187433123,-0.0125652263552418,-0.0098681494326325,-0.003203950545883329,-0.0007114038800243162,-0.00087133822575618,-0.002288802309755977
7,-0.004339976256138111,-0.005380399677508786,-0.013827437956736702,-0.013467288637006601,-0.007391523296976571,-0.007114104809055491,-0.006245211402200924,-0.006852442196138722
8,0.0013491949382960135,0.005023366499507632,-0.0045592732383745,-0.004274570147541,-0.000707740276435013,6.28704204371517e-05,-0.00025589001490734266,0.0005401291165907304
9,-0.003309911798418369,0.0023230093684553487,-0.005547441980337999,-0.002545287612318799,4.07543171632857e-05,-0.000352136153408197,0.002369567464627055,0.0010416770385022322
10,-0.0013407304172078785,0.0009606997845103141,-0.0033173182938634003,-0.0025562640363157004,-0.004759864258768053,-0.004106626690891322,-0.005015507230040045,-0.00094885309268766
11,0.001194630817780198,0.0036821514810660367,-0.00031628453811540034,0.0012151128351652997,0.0012820337945953844,0.0017514682249430485,0.0024773370380558176,0.002330551813252147
12,0.008774975614745235,0.013438831034321405,0.0096341452190317,0.008901508015301499,0.011089690719536863,0.010961490618547825,0.011153481084398561,0.01229036868005496
13,-0.0004979500278545629,0.0011613550819226798,0.0003533717553629995,-0.0002955364667408004,0.0033023058141288357,0.0021947170456227145,0.0024460206882794735,0.0026546215587026738
14,0.006653210136725897,0.007872172239836378,0.0068714939489143995,0.0073521786656035,0.008533275527808588,0.007630609765568454,0.00799850973783222,0.008204836303418433
15,-0.004965350566627285,-0.0012347494850321362,-0.0065691596330442,-0.002906566612485501,-0.004067558963046375,-0.0050059369640029685,-0.0031658021418539822,-0.005128556390812424
16,-0.0019005457419318554,-0.002418793042137086,-0.0017015773797808996,0.0029601334150752,-0.001807805631170509,-0.0024575901104764483,-0.0014899665568434695,-0.0011344813553494613
17,0.0017185276292484043,0.003707917864805162,0.003346929034866099,0.0041727393163166005,0.003955572743287701,0.004303394278274431,0.004732621505085692,0.0022871066780239865
18,0.004500371445944512,0.0008158970933456371,0.0036503824078721004,0.0041348080211738,0.0015775266312756534,0.0005710417080874311,0.0021947632498357716,0.0033945253650803824
19,0.005100441272497996,0.006017745908341835,0.0057910519011091,0.0061312985814465995,0.005588624392537949,0.005615834580150949,0.006225364985155174,0.005868306670192328
20,-0.002497679376756496,0.00126560604078561,-0.0010374597677566006,-0.0012682854963517011,-0.001243793854084933,-0.0015313310786515032,-0.0008343217233254966,-0.0008639034627538787
21,0.00477675466946661,0.006545572213623261,0.0069506768419606,0.0070688988139749,0.005853467993793239,0.005747981168436718,0.00593522177144468,0.006077357001223685
22,-0.0017665429386052684,-0.0011769387259105866,-0.0020746576722849,-0.0041677809003434,-0.0005854418619586346,-0.001347720109273873,-0.0012020984746158444,-0.0010149184036087775
23,-0.0009491260583610441,0.00014551363882765473,0.00032343941844899943,-0.0011770070011499004,0.0013119071175651852,0.0010586782080534264,0.00043072760576226034,0.0007919044159318761
24,0.00965454228572985,0.010452657316132,0.0115162785788199,0.011193629143118701,0.010508989684675533,0.010090468486064772,0.010013131208701155,0.010553996257555605
25,-0.00671176845511886,0.0004300471836211489,-0.0052154868784995995,-0.0063633768053003,-0.0012314429576984962,-0.0015263106484228947,-0.001233266348756791,-0.0029702287402417864
26,-0.005466024298922463,-0.004137376972717987,-0.002881822369437301,-0.0052406624965132004,-0.003283352834726156,-0.0034273775099737704,-0.0037745955894253145,-0.003311502633372281
27,0.0016915858310505207,-0.0009219225723552681,0.0042689410826566,0.0023879350920487,0.002074365711052655,0.0015050977370358208,0.0022416113357549656,0.0029468716526746125
28,-0.001945686240862385,-0.0013888390174522048,0.0003311410775184015,-0.000744416369585099,-0.00047840023806385284,-0.0005714907257852522,-0.0012052791482201506,-0.0014309511791390592
29,0.00039055954467497305,-0.001538904716644419,0.00039887611965740057,-0.0008431003378544999,-0.0011031074577376992,-0.0015758882947059984,-0.0004944296124115661,-0.00033833974752854774
30,0.002941480043652901,0.0010550217722418063,0.0052660783042651,0.0051097293238199,0.0026291502342333877,0.0026351101226244696,0.0024797028880250128,0.002840757123231587
31,0.00468015617782056,0.0037971378069311247,0.005264443644367799,0.006692784523539001,0.004427346556413223,0.00424630242102534,0.004076096548633678,0.004486275001880367
32,0.0002219200444139452,-0.0042444629936421304,0.0014410758299119005,0.0021691917700587997,0.00013909548909816442,-0.00011248366692752192,-0.00011964368255716791,-2.6249605525659886e-05
33,0.0030749911216127316,0.0005324499592938262,0.0041571960368075,0.0043507457154332,0.00189637647089104,0.0022769349817754803,0.0016167522447015762,0.0023001212373099825
34,7.214819931143819e-05,0.0019076026481756247,0.0005774841652967004,-7.405800786769966e-05,0.0012941669813703663,0.0006880313682317138,0.0009041989299158225,0.0006336751097765804
35,0.0011080490235111824,-0.0010581437014944104,0.0020990718731263005,0.0002885504360446,0.00045396757525808205,0.0008940438507067921,0.0008407713909025253,0.0008761996726535728
36,0.0013461637028608225,0.00044697838221584123,0.0035556551255672003,0.003239546814353001,0.0016950454493854412,0.001885644865085071,0.002683232359669805,0.001538029030573017
37,0.00045998334887780313,-0.0019207784890286719,0.0018085361208187,0.0008821079480968996,-0.00011225989513318716,0.0007953877232170095,0.000390369921501996,0.0007271758089026949
38,-0.0011279230910340764,-0.002170072964752903,0.0003995079485596001,-0.0008548860413437002,-0.001428729555740942,-0.0006304447779283606,-0.0008693859590206124,-0.00050351875285867
39,-0.0033120532988983814,-0.004833766905699165,-0.0030908873590106004,-0.0041591950413672005,-0.004331028710032817,-0.0034698057650895658,-0.002587011181598438,-0.0033200684711791936
40,-0.0015220155154791314,-0.0019944846827530064,-0.00011376772358890046,-0.0010480760105196002,-0.002057326129188756,-0.0009147906615211109,-0.0007532174868253357,-0.00124581123647452
41,-0.0022134869856962336,-0.004836317652783504,-0.0012682788482979,-0.00011594838036219947,-0.002365403891574405,-0.0018441762287975567,-0.0029217897799531257,-0.002240071961454252
42,0.001302511528550974,-0.0021150819972309775,0.0031667089646892008,0.0038402084069666994,0.0005467112106321073,0.0010616374596107217,0.0011078615543180861,0.0013115880415997217
43,0.0038702017648566825,0.00044802224179958834,0.0049141353943576,0.0041603776199983,0.0018194617173142883,0.002993919414335031,0.0022825081365167883,0.0032486963334176734
44,0.00010566426198135252,-0.005755303954641476,-0.0018919655780467995,-0.0011036732077326994,-0.002241458713229752,-0.0028011649213634322,-0.003890081783407615,-0.0015659941419572084
45,-0.0018331055446370158,-0.004037502691404845,-0.0022192481097802995,-0.0012132156301141997,-0.0024604818319535586,-0.002299270475212797,-0.001247728280668106,-0.001888586761016821
46,-0.0007511972378361547,-0.002043794451679795,-0.0010627187198979007,-0.0008031444709788007,-0.001017366026704985,-0.0007141912493092203,-0.0004372119388083434,-0.00028388039125658553
47,0.001406706810894302,0.000709600115868095,0.0015301616252664995,0.0005918841229038997,0.00029718020959105564,0.0005965540949224649,0.00033202235540138406,0.0014766961116997584
