,Model,1,2,3,4,5,6,7,8,FIX_2007,EW_2007,RW_2007,FIX_2011,EW_2011,RW_2011
1,AR(1),1.117003446006469,1.0333715407892863,1.0112271909589563,1.0021081812846842,1.0065716159907216,1.003341033939696,1.0037998730713718,1.0026881278677358,,,,,2.0,
2,DFM [A],1.0924743028247212,0.941836616752243,0.9443786359601193,1.0492872459874079,1.0264119997443533,0.9936098950728477,0.9962033255655807,0.9986787930158221,,,,,3.0,
3,DFM [B],0.9709945735645005,1.0459252178398406,1.0312315704561947,1.1135439116258525,1.2380520445910135,1.1161831232185333,1.2230849924275429,1.3098446732317757,,,,,4.0,
4,singleESN [A],1.0385239783625588,1.451297779309776,1.980246180505546,2.38451504067828,2.699132659153309,2.3529398155977614,2.5055514863090416,2.6079436478856337,,,,,5.0,
5,singleESN [B],0.9917679152716852,1.8276086892319112,2.465286175437229,3.07235169548578,3.547075362676009,3.356507903290205,3.3684243604403745,3.6098464446597167,,,,,6.0,
6,multiESN [A],0.934431604466318,1.0138097996920372,1.3907837294462553,1.2516236897702333,1.3707306805543944,1.3693743828276128,1.2275700066560462,1.2790340483577332,,,,,7.0,
7,multiESN [B],0.8569093910740342,0.9314640449123237,1.00305456142982,0.973238522892826,1.0019960209007595,1.0090720587763997,1.0246914217318228,1.0291232872969305,,,,,8.0,
0,Mean,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0
1,AR(1),1.080181121127218,0.9995604624957231,0.9840627254538451,0.9888170445696802,0.9816079455761578,0.9761609397341069,0.962955031448097,0.9678406528692265,,,,,,2.0
2,DFM [A],1.1133263900808097,0.9821837885702743,0.9274405760155717,1.0377867308171957,1.02975061176808,0.9969555032046793,1.0160676712746757,1.028485884560832,,,,,,3.0
3,DFM [B],0.880524531760348,0.9956893707931065,1.0211987577371664,1.0981872186347907,1.1499775285540432,1.1143660391223944,1.1142888562705613,1.2121831754500885,,,,,,4.0
4,singleESN [A],1.193023925685851,2.267362371753691,3.2654171418315308,3.579786628278502,4.089778399198249,3.789620907005454,4.014956744785785,4.562005677410357,,,,,,5.0
5,singleESN [B],0.9271156965817061,1.9326354833511703,2.6116594996714397,3.264735881911486,3.753003623427909,3.5672565660136284,3.5555092874417262,3.7921843669239053,,,,,,6.0
6,multiESN [A],0.9003456180648696,1.0494366405527211,1.5001174431571451,1.464842886623081,1.7888974775979782,1.7073039136117096,1.5049207260246615,1.4617071245989575,,,,,,7.0
7,multiESN [B],0.816050023890805,0.9161949114028239,0.9768919249228651,1.0089089299052059,0.98211680624861,0.9879423980401708,0.9735191496502593,0.9808189066403653,,,,,,8.0
