,Mean,DFM [A],DFM [B],singleESN [A],singleESN [B],multiESN [A],multiESN [B]
0,0.011470073891844262,0.0100595321415273,0.0025115967561760003,0.011184725217986958,0.009274619913525812,0.010695736204741384,0.008624076902455256
1,0.0016808170400284617,-0.0028210678215735,-0.0080964650472158,0.0011478138205588857,-0.0010377401277035618,0.0005342897666224646,-0.0014042340641823216
2,0.012670315380609962,0.0101411215213385,0.007470351495864501,0.012335299523859554,0.01138636221031469,0.01213532114229408,0.01078052420996043
3,0.02946024968470826,0.0232534680115534,0.0246962641630919,0.029256638026702805,0.026247598961559586,0.028167496714753024,0.024437321064318583
4,0.019113160055190762,0.0127076509650121,0.014453354858286,0.018748394260831896,0.01586476530040695,0.017934499381936968,0.012713833900344026
5,0.009081271682269161,0.0030229123949243,0.0064522008640799005,0.00860720901110929,0.006807188688016199,0.007999200002218836,0.0035740636437213156
6,0.0037746905979818613,0.0017042842465783002,0.005477164873675701,0.003525775861975037,0.0035114281261128485,0.0032246640755916474,0.0013508376835979267
7,-0.0032355385557250394,-0.004091497089083801,-0.00017812959072700113,-0.0037578569574821417,-0.004213274385883547,-0.0039102069547483145,-0.00640594140081279
8,0.002399382935507361,0.0032183674126758993,0.0051538650688704,0.002060014061485551,0.0024210223418232642,0.0019908740129511134,0.0009214906908270263
9,-0.002243067073573738,-0.0018606677563624994,-0.0005718741775784988,-0.0024240290667933003,-0.0009662743422434485,-0.002117054050670672,-0.0018649027362050933
10,-0.00031425047039273894,-0.0010397564747724004,0.0007549005816206997,-0.0005705656714407254,0.00026455008249058175,-0.0006858463522237714,-0.001752819885472096
11,0.002204957386074761,0.0029499270559531004,0.0018896814199850995,0.0020018631270066036,0.0025147444674443187,0.0017495622186108808,0.0005983623038689941
12,0.009799523978489561,0.010878309664877898,0.0068559992513075995,0.009502535323610799,0.01002707213569309,0.009459004960822224,0.008965565903675407
13,0.0006298333431220609,0.0006844757482384993,-0.0136087253865004,0.0003292462148574383,0.0004351353427852235,0.0005113653771733184,0.00027659857161646973
14,0.007775203391099561,0.0083800121386179,-0.0053519948273601,0.00743400709748982,0.007835790891509696,0.0074781256766928515,0.007508786446210614
15,-0.003766883632521139,-0.0040134560586972,-0.013129639357759501,-0.004046723186561225,-0.003227173625285965,-0.0038839428821958923,-0.004302779916479033
