,Mean,AR(1),MIDAS,DFM [A],DFM [B],singleESN [A],singleESN [B],multiESN [A],multiESN [B]
0,0.011470073891844262,0.011039067279191175,0.007214236606008252,0.0085289740559499,0.0098653088617275,0.009364117243364993,0.009816772046896101,0.009702851613126545,0.009615898278084194
1,0.0016808170400284617,-0.0016727580581616377,-0.0008900779391528332,-0.0031071103334340995,-0.0005022438027702993,-0.0002433764157055698,-0.000810530722773305,-7.943436937512139e-05,-0.0009307239936803685
2,0.012670315380609962,0.012132510668074543,0.008693127828733663,0.0108418208387415,0.0113417616488448,0.010793417314173517,0.011014023841794212,0.011458685156908042,0.009020176757034693
3,0.02946024968470826,0.025761438529189287,0.012269174483279747,0.0262538157325818,0.0267326486741868,0.025513409589316638,0.026114395465172812,0.02683681947275519,0.02207689341914512
4,0.019113160055190762,0.01058491184370177,-0.00523858698336842,0.016311038686269298,0.0179944483707839,0.014886570216528542,0.015256287242624433,0.016316195803295474,0.009859336332869686
5,0.009081271682269161,0.0035292482238476926,-0.007000556522623518,0.0034815574528296,0.0057449569435423006,0.005734857025974289,0.00581206817025342,0.006498171960121459,-2.0241916469118746e-06
6,0.0037746905979818613,0.0011082277720231705,-1.157784333280943e-06,-0.0016089308268268,-0.0008654963427055001,0.0014146415205867412,0.001865435408842994,0.0029000313915139935,-0.001980453548299469
7,-0.0032355385557250394,-0.004375622608259281,-0.010305802414741341,-0.0077935409928101005,-0.0068339472628788,-0.0056941897280933605,-0.005047041623243039,-0.00492398697734286,-0.007220396782928277
8,0.002399382935507361,0.003275712993508953,-0.0032462790709089093,-0.0013435448507783001,0.00017407342310209965,0.00029620540524965405,0.0006169801063450504,0.0011677001396458893,-0.001348750750047833
9,-0.002243067073573738,-0.002987559239432604,-0.003497173416987365,-0.004413754082988899,-0.0026159791081876993,-0.0026750688751693823,-0.0028106399228178414,-0.0018453957035858993,-0.003198316269216358
10,-0.00031425047039273894,0.0002766062518540476,-0.004901872274723931,-0.0014937823571292003,0.0008253479487102004,-0.0021622272346452772,-0.0019911232384964787,-0.0015261990218835156,-0.002588562526492308
11,0.002204957386074761,0.0022410115576469575,-0.00045054820346401153,-0.0006244732985720997,0.0013667150375266997,0.0004490217988713007,0.0007113307757110523,0.0013694541858433737,-0.00047273747880931857
12,0.009799523978489561,0.009110956150156418,0.010653921608007044,0.0072216055753998,0.0097692222530413,0.008442476910021389,0.008710770128052128,0.009297122110038988,0.00831673232858664
13,0.0006298333431220609,-0.0022432267328363316,0.0036321888026995507,-0.001474151439682,0.0009736402376005994,-2.0826496446081123e-05,9.685672085425236e-06,0.0006153867451029037,0.0002187106298645698
14,0.007775203391099561,0.007539702399301228,0.009847471607986458,0.0058945553033534,0.008018690324766601,0.006927057947723307,0.006885146742184205,0.007446694170856767,0.007010080839540559
15,-0.003766883632521139,-0.0060576705035440045,-0.00036961333959640956,-0.005481108054168401,-0.0030582331096456004,-0.0042262078300148815,-0.004657319520418264,-0.003955442818235929,-0.004725701598508411
16,-0.0007585032460828379,0.0002706622880385111,0.0006312440212671803,-0.001477221685795299,0.0006049966534697002,-0.0018137114704625864,-0.0017778324832110736,-0.0013755043192500436,-0.0015703514710500664
17,0.002839215678558861,0.0030030541986744343,0.0044268399246018405,0.0018753949221511001,0.003269469636733799,0.0019733671189090954,0.0021832919833769593,0.002349314242716805,0.002220492870317935
18,0.005640154246691061,0.004769149105304747,0.002006522687044869,0.0035150721046746,0.0052224661360244,0.0036960054931694042,0.004036662162220654,0.004169210261722399,0.0038325021052044647
19,0.006289678704518661,0.004613014870999679,0.008554140016516254,0.0043064257654925,0.0053393698336629,0.00524425039298786,0.005512781694452778,0.005891154717318673,0.00554222079412736
20,-0.0012530023656869395,-0.003116494654194323,0.0009618696317565591,-0.0027577499672844005,-0.0017315665631104007,-0.0018586977048649853,-0.0018780028151940261,-0.0016233642628957082,-0.0014121237863077016
21,0.005994574913044161,0.006300650581269222,0.008128563566157909,0.0052196942447084995,0.0062992713800009,0.004963072182282841,0.005299718981879884,0.005205392866644417,0.005602867960532398
22,-0.0004979061559908385,-0.002276515135243324,0.0007640900160989453,-0.0021084401929276995,-0.0001368112080192994,-0.0012724923790273955,-0.0013372799716711977,-0.001036552749090959,-0.0010532093515356715
23,0.00030091553542596107,0.00038979621349321484,0.0008952392428395123,-0.0006165951970279002,0.0008446936481082004,-0.0004884415337390721,-0.0004207328235657582,-0.0003099142052700992,5.513610754242799e-05
24,0.010894697149742262,0.01075380569125629,0.012126797843473924,0.0105977390731581,0.0111083972203975,0.010194426257696568,0.01019155943775862,0.010458815549997039,0.010284307538280217
25,-0.005372082227336038,-0.008560156632722804,0.0006978071672895172,-0.006153901932188699,-0.005010898746065399,-0.005047151699594164,-0.005308702701772924,-0.0049392122828213324,-0.004906301549734442
26,-0.004194825504355139,-0.0027039425247940042,-0.0016233301091563308,-0.004677457855729701,-0.003845301749778201,-0.0045815133896926295,-0.004552111321149611,-0.004479806615481977,-0.0037189915168683377
27,0.0029075722589620616,0.0040598304923283295,0.0033930074383402772,0.0026746057587129007,0.0036256368909482004,0.0023580700814948424,0.002448928618281815,0.002498060549023397,0.0031696206255569107
28,-0.000712783954640338,-0.0016034511028242627,-0.0007304823377037991,-0.0009266585285200996,5.075006748400668e-06,-0.0010859176606817685,-0.0011152743881952774,-0.0013342798539318244,-0.0005578822861362527
